lic_cd,lic_nm,co_lic_cd,co_lic_nm,co_cnt
11239,교원자격증,18184,보육교사2급,56
10288,온수온돌기능사,10579,산업안전기사,56
10320,전자기기기능사,27705,ITQ Master (한글),56
10502,건설안전기사,10539,기계정비산업기사,56
26812,정보기술자격(ITQ) 아래한글 A등급,30085,ICDL Word Processing,56
10163,화학분석기사,9954,워드프로세서2급,56
10027,사회복지사1급,14037,MOS Master,56
24233,용접기능사,25805,정보기술자격(ITQ)한글파워포인트 A등급,56
10954,문서실무사1급,28380,ERP 물류정보관리사 2급,56
10288,온수온돌기능사,10483,산업안전산업기사,56
26812,정보기술자격(ITQ) 아래한글 A등급,32929,카페바리스타 2급,56
10133,컴퓨터활용능력2급,35376,Mos Powerpoint 2010 Expert,56
26341,보건교육사 3급,39879,보험심사평가사 2급,56
23041,정보기술자격(ITQ)엑셀A등급,30370,GTQ일러스트 1급,56
10040,설비보전기능사,10131,컴퓨터응용가공산업기사,56
10593,소방설비기사(기계분야),11235,공인중개사,56
10330,정보처리기능사,26984,MOS Master 2003,56
28969,기중기운전기능사,9953,워드프로세서1급,56
33241,회계정보처리(FAT)1급 (국가공인),39874,CAD실무능력평가2급,56
10634,용접산업기사,9953,워드프로세서1급,56
10684,정보통신기사,9953,워드프로세서1급,56
27287,한국사능력검정시험 1급,9927,방사선사,56
10046,세무회계1급(국가공인),9941,세무사,56
26722,병원코디네이터,27707,ITQ Master (엑셀),56
17287,아바쿠스(ABACUS) - 항공권예약,23615,항공 체크인카운터 DCS실무 자격증,56
10571,사무자동화산업기사,39720,초경량비행장치 조종자,56
10133,컴퓨터활용능력2급,14540,임상심리사2급,56
10329,정보기기운용기능사,27050,피부미용사,56
17546,헤어자격증,9908,간호조무사,56
10318,전산응용토목제도기능사,27287,한국사능력검정시험 1급,56
10392,항공기체정비기능사,21238,전기기능사,56
17519,설비보전기사,23637,위험물안전관리자,56
27706,ITQ Master (파워포인트),30371,GTQ일러스트 2급,56
17640,가정폭력상담원,17641,성폭력상담원,56
10329,정보기기운용기능사,30948,상공회의소 IT Plus Level 2,56
10161,화물운송종사자,17698,중장비운전기능사(굴삭기),56
10311,전기기기기능사,10663,전기산업기사,56
10161,화물운송종사자,28212,특수트레일러면허,56
21238,전기기능사,30850,MOS Master 2010,56
11034,전산회계2급 (국가공인),11450,CPR (심폐소생술),56
10571,사무자동화산업기사,17519,설비보전기사,56
10311,전기기기기능사,10659,전기공사기사,56
10390,한식조리기능사,25450,병원코디네이터,56
10390,한식조리기능사,24017,정보기술자격(ITQ)한글엑셀 B등급,56
11034,전산회계2급 (국가공인),18686,제3보험대리점,56
17299,정보기술자격(ITQ) 한글엑셀,25202,건설기계조종사면허증(3톤미만지게차),56
10483,산업안전산업기사,30846,MOS PowerPoint 2010,56
17698,중장비운전기능사(굴삭기),39720,초경량비행장치 조종자,56
23745,노인체육지도자 1급,26264,스포츠테이핑 1급,56
17275,부기2급,18184,보육교사2급,56
27707,ITQ Master (엑셀),30371,GTQ일러스트 2급,56
10330,정보처리기능사,17463,정보기술자격(ITQ) 한글액세스,56
21256,소방안전관리자2급,30850,MOS Master 2010,56
11033,전산회계1급 (국가공인),11082,회계관리사2급,56
27287,한국사능력검정시험 1급,39482,MOS Master 2016,56
27809,창업보육 전문 매니저,35886,창업지도사 2급,56
10579,산업안전기사,25603,MOS PowerPoint 2007,56
10318,전산응용토목제도기능사,25805,정보기술자격(ITQ)한글파워포인트 A등급,56
17220,정보기술자격(ITQ) 아래한글,17245,보험심사평가사2급,56
10349,지게차운전기능사,33754,바리스타2급,56
17224,MOS Outlook Expert,30844,MOS Excel 2010 Expert,56
10316,전산응용기계제도기능사,23346,정보기술자격(ITQ)한글파워포인트 B등급,56
27193,ERP 회계 정보관리사 2급 (국가공인),31135,ERP정보관리사 Master,56
10957,문서실무사4급,11034,전산회계2급 (국가공인),56
29593,건설기계조종사면허증(3톤이상지게차),9926,물류관리사,56
10329,정보기기운용기능사,9949,영양사,56
10683,정보처리산업기사,14548,요양보호사,56
17299,정보기술자격(ITQ) 한글엑셀,35437,병원코디네이터1급,56
21238,전기기능사,28212,특수트레일러면허,56
10016,무역영어3급,36362,펀드투자권유대행인,56
10178,건축도장기능사,9955,워드프로세서3급,56
30850,MOS Master 2010,32689,회계정보처리(FAT) 1급,56
10482,사회조사분석사2급,27499,ERP 인사 정보관리사 2급(국가공인),56
26756,ERP 회계 정보관리사 1급 (국가공인),9954,워드프로세서2급,56
14037,MOS Master,17245,보험심사평가사2급,56
11084,AutoCAD2급 기술자격시험,23637,위험물안전관리자,56
23851,TESAT 1등급,25629,투자자산운용사,56
11084,AutoCAD2급 기술자격시험,36454,CATIA V5 Associate - Part Design,56
11033,전산회계1급 (국가공인),27809,창업보육 전문 매니저,56
11033,전산회계1급 (국가공인),23848,부동산공인중개사,56
17555,CRS(computer reservation system),33405,항공 체크인카운터 DCS 자격증,56
10278,양식조리기능사,17269,미용사(피부),56
27705,ITQ Master (한글),33723,사회복지사2급,56
10976,샵마스터3급,25805,정보기술자격(ITQ)한글파워포인트 A등급,56
10488,직업상담사2급,36068,SMAT(서비스경영자격),56
10133,컴퓨터활용능력2급,14033,ERP정보관리사물류1급,56
10134,컴퓨터활용능력3급,10483,산업안전산업기사,56
10047,세무회계2급(국가공인),26812,정보기술자격(ITQ) 아래한글 A등급,56
10490,컨벤션기획사2급,22011,CS Leaders(관리사),56
14366,MOS Excel Expert,9954,워드프로세서2급,56
17275,부기2급,17576,주산3급,56
17698,중장비운전기능사(굴삭기),23238,농기계정비기능사,56
30846,MOS PowerPoint 2010,35907,ACA illustrator,56
18081,생명보험설계사,36221,증권투자권유대행인,56
10316,전산응용기계제도기능사,10524,공조냉동기계기사,56
25805,정보기술자격(ITQ)한글파워포인트 A등급,32802,ACA Photoshop CS6,56
27500,ERP 인사 정보관리사 3급,9953,워드프로세서1급,56
10571,사무자동화산업기사,17583,한자능력검정3급,56
10157,일반행정사,17148,태권도 1단,56
11034,전산회계2급 (국가공인),17145,국외여행인솔자,55
10662,전기기사,24414,가스안전관리자,55
10682,정보처리기사,17228,바리스타2급,55
11427,회계관리1급(국가공인),14039,ERP 정보관리사 회계2급,55
14567,리눅스마스터2급,21238,전기기능사,55
10607,수질환경산업기사,9953,워드프로세서1급,55
11377,전산세무회계2급 (국가공인),11427,회계관리1급(국가공인),55
35861,간호사,39408,병원코디네이터,55
17150,태권도 4단,21223,특공무술1단,55
10079,위험물산업기사,39912,맞춤형화장품조제관리사,55
10017,물리치료사,10581,산업위생관리기사,55
11033,전산회계1급 (국가공인),11398,치과위생사,55
21990,메이크업분장사2급,34429,업스타일 3급,55
30134,BLS Instructor,33584,1급 응급구조사,55
30652,소방안전관리자1급,33723,사회복지사2급,55
10164,화훼장식기능사,9908,간호조무사,55
27287,한국사능력검정시험 1급,29733,한자실력 2급,55
10133,컴퓨터활용능력2급,11356,일반경비지도사,55
17069,사회복지사2급,36888,방과후지도사1급,55
10104,전산회계운용사3급,27089,정보기술자격(ITQ)한글엑셀 C등급,55
21565,로더운전기능사,9954,워드프로세서2급,55
10329,정보기기운용기능사,10581,산업위생관리기사,55
10349,지게차운전기능사,21684,건설기술자(초급),55
30388,커피바리스타 2급,35785,SCAE BARISTA FOUNDATION,55
10496,가스산업기사,17519,설비보전기사,55
10133,컴퓨터활용능력2급,10556,무선설비기사,55
10616,식품기사,27289,한국사능력검정시험 3급,55
10433,가스기능장,10496,가스산업기사,55
10370,컴퓨터그래픽스운용기능사,32689,회계정보처리(FAT) 1급,55
21219,컴퓨터응용선반기능사,30651,소방안전관리자1급,55
10329,정보기기운용기능사,25513,MOS Excel 2003 Expert,55
26715,e-Test Professionals 엑셀,9953,워드프로세서1급,55
26264,스포츠테이핑 1급,36562,2급생활스포츠지도사[보디빌딩],55
10133,컴퓨터활용능력2급,21684,건설기술자(초급),55
24702,토파스(TOPAS) 항공예약 수료,26812,정보기술자격(ITQ) 아래한글 A등급,55
14032,병원코디네이터,9960,의무기록사,55
10976,샵마스터3급,25804,정보기술자격(ITQ)한글엑셀 A등급,55
10278,양식조리기능사,24855,초콜릿 마스터,55
25292,왁싱자격증,36854,미용사(메이크업),55
24414,가스안전관리자,25202,건설기계조종사면허증(3톤미만지게차),55
32802,ACA Photoshop CS6,33409,그래픽기술자격(GTQ) 1급,55
10330,정보처리기능사,18461,한자실력2급,55
10019,배관기능사,10579,산업안전기사,55
30370,GTQ일러스트 1급,39874,CAD실무능력평가2급,55
11033,전산회계1급 (국가공인),21118,위험물기능사,55
10349,지게차운전기능사,10395,항공전자정비기능사,55
25514,MOS Word 2003 Expert,26984,MOS Master 2003,55
25283,화물운송종사,9908,간호조무사,55
10288,온수온돌기능사,23637,위험물안전관리자,55
27289,한국사능력검정시험 3급,30844,MOS Excel 2010 Expert,55
26722,병원코디네이터,27050,피부미용사,55
10329,정보기기운용기능사,26984,MOS Master 2003,55
10279,양장기능사,26812,정보기술자격(ITQ) 아래한글 A등급,55
11028,전산세무2급 (국가공인),25014,굴착기운전기능사,55
21219,컴퓨터응용선반기능사,27177,압연기능사,55
10496,가스산업기사,10607,수질환경산업기사,55
10549,도시계획기사,25629,투자자산운용사,55
10626,에너지관리기능사,17698,중장비운전기능사(굴삭기),55
10496,가스산업기사,10581,산업위생관리기사,55
17069,사회복지사2급,32882,그래픽기술자격(GTQ) 2급,55
25804,정보기술자격(ITQ)한글엑셀 A등급,26716,e-Test Professionals 파워포인트,55
10319,전자계산기기능사,10949,네트워크관리사2급,55
14039,ERP 정보관리사 회계2급,32882,그래픽기술자격(GTQ) 2급,55
10682,정보처리기사,26983,ERP 물류정보관리사 1급,55
11033,전산회계1급 (국가공인),17147,태권도 2단,55
10492,컬러리스트산업기사,18574,실기교사(디자인)교원자격증,55
10329,정보기기운용기능사,30370,GTQ일러스트 1급,55
10338,조경기능사,10615,식물보호산업기사,55
10659,전기공사기사,39874,CAD실무능력평가2급,55
18736,(일반)경비원신임교육이수증,33723,사회복지사2급,55
21962,정보기술자격(ITQ)한글A등급,23346,정보기술자격(ITQ)한글파워포인트 B등급,55
27287,한국사능력검정시험 1급,36409,교통기사,55
10017,물리치료사,25804,정보기술자격(ITQ)한글엑셀 A등급,55
10659,전기공사기사,29682,한국실용글쓰기 준2급,55
10316,전산응용기계제도기능사,17266,유통관리사2급,55
10161,화물운송종사자,21565,로더운전기능사,55
10133,컴퓨터활용능력2급,39532,병원코디네이터,55
10310,전기공사기능사,10329,정보기기운용기능사,55
14548,요양보호사,17249,베이비시터 자격증,55
26975,정보기술자격(ITQ) 아래한글 C등급,33004,정보기술자격(ITQ)파워포인트 C등급,55
11084,AutoCAD2급 기술자격시험,17711,CSWA(Certified SolidWorks Administrator),55
10040,설비보전기능사,26812,정보기술자격(ITQ) 아래한글 A등급,55
23368,BLS PROVIDER,31901,워드프로세서 단일등급,55
24989,MOS PowerPoint 2003,26984,MOS Master 2003,55
23195,외환전문역1종,27287,한국사능력검정시험 1급,55
10579,산업안전기사,33241,회계정보처리(FAT)1급 (국가공인),55
10027,사회복지사1급,18475,보육교사1급,55
10133,컴퓨터활용능력2급,23106,에너지관리산업기사,55
10017,물리치료사,17112,BLS Healthcare Provider,55
26812,정보기술자격(ITQ) 아래한글 A등급,39851,병원코디네이터,55
17149,태권도 3단,23637,위험물안전관리자,55
10951,디지털정보활용능력(DIAT),11028,전산세무2급 (국가공인),55
17559,수상인명구조원,9953,워드프로세서1급,55
10191,공유압기능사,10426,천장크레인운전기능사,55
10132,컴퓨터활용능력1급,14548,요양보호사,55
18412,필라테스지도자,36562,2급생활스포츠지도사[보디빌딩],55
10949,네트워크관리사2급,21825,해킹보안전문가(HSE)3급,55
17663,아바쿠스(ABACUS) - 항공권발권,23615,항공 체크인카운터 DCS실무 자격증,55
10370,컴퓨터그래픽스운용기능사,24713,정보기술자격(ITQ)한글액세스 A등급,55
11027,전산세무1급 (국가공인),24508,ERP 생산 정보관리사 1급,55
10510,건축설비산업기사,10594,소방설비기사(전기분야),55
10079,위험물산업기사,28331,ICDL Start certification,55
18184,보육교사2급,30370,GTQ일러스트 1급,55
10131,컴퓨터응용가공산업기사,9954,워드프로세서2급,55
21759,컴퓨터응용밀링기능사,23090,ATC1급,55
14042,ERP 정보관리사 인사2급,23038,정보기술자격(ITQ)파워포인트 A등급,55
17069,사회복지사2급,17147,태권도 2단,55
17767,중등학교2급정교사(국어),27288,한국사능력검정시험 2급,55
10495,가스기사,9953,워드프로세서1급,55
25202,건설기계조종사면허증(3톤미만지게차),35578,1종 대형 특수트레일러,55
17698,중장비운전기능사(굴삭기),26701,롤러운전기능사,55
25513,MOS Excel 2003 Expert,26984,MOS Master 2003,55
10682,정보처리기사,28423,OCP 10g - DBA,55
11028,전산세무2급 (국가공인),17245,보험심사평가사2급,55
